Processor,Display,Video graphics,Hard drive,Storage,RAM,Display Resolution,Screen size,Screen Height,Screen Width,Display Refresh Rate,CPU,GPU,Weight,Price
AMD Ryzen 5-5600H,14.0-inch WUXGA LED Backlit IPS-level 60Hz 300nits 45% NTSC Glossy display TÜV Rheinland-certified,AMD Radeon Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1200,14.0,1200,1920,144,5600,3060,1.0,42000.0
AMD Ryzen 7-5800H,"14.0-inch, 2.8K OLED 16:10 aspect ratio, LED Backlit, 0.2ms response time, 90Hz refresh rate, 550nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy disp",AMD Radeon™ Graphics,1TB M.2 NVMe™ PCIe® 3.0 SSD,512,16,2880 x 1800,14.0,1800,2880,90,5800,3060,1.0,57000.0
Intel Core I7-1165G7,"14.0-inch, 2.8K OLED 16:10 aspect ratio, 0.2ms response time, 90Hz refresh rate, 550nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less har",NVIDIA® GeForce® MX450 2GB,1TB M.2 NVMe™ PCIe® 3.0 SSD,512,16,2880 x 1800,14.0,1800,2880,90,1165,450,1.0,42799.0
Intel Core I5-12500H,"14.0-inch, WUXGA 16:10 aspect ratio, IPS-level Panel, LED Backlit, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Glossy display, TÜV Rheinland-certified, Touch screen, (Screen-to-body ratio)85%, With stylus support, 65% less harmful blue light, TÜV Rh",Intel UHD Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1200,14.0,1200,1920,60,12500,3060,1.0,34199.0
Intel Core I7-12700H,"14.0-inch, WUXGA 16:10 aspect ratio, IPS-level Panel, LED Backlit, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Glossy display, TÜV Rheinland-certified, Touch screen, (Screen-to-body ratio)85%, With stylus support",Intel UHD Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1200,14.0,1200,1920,60,12700,3060,1.0,42999.0
Intel Core I5-12500H,"15.6-inch, FHD (1920 x 1080) OLED 16:9 aspect ratio, 0.2ms response time, 60Hz refresh rate, 600nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy displ",Intel Iris Xᵉ Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,16,1920 X 1080,15.6,1080,1920,60,12500,3060,1.0,33999.0
Intel Core I7-1195G7,"14.0-inch, FHD 16:9 aspect ratio, IPS-level Panel, LED Backlit, 60Hz refresh rate, 400nits, 100% sRGB color gamut, PANTONE Validated, Anti-glare display, Touch screen, (Screen-to-body ratio)93%, With stylus support",NVIDIA® GeForce® MX450 2GB,1TB M.2 NVMe™ PCIe® 3.0 SSD,512,16,1920 X 1080,14.0,1080,1920,144,1195,450,1.0,58149.0
AMD Ryzen 7-5700U,"14"" FHD IPS 250nits Glossy, Touch",AMD Radeon™ Graphics,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,512,8,1920 X 1080,14.0,1080,1920,144,5700,3060,1.0,26749.0
Intel Core I7-1255U,"15.6"" FHD (1920x1080) TN 220nits Anti-glare",Intel® Iris® Xe Graphics,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,512,8,1920 x 1080,15.6,1080,1920,144,1255,3060,1.0,24999.0
Amd Ryzen 5-5500U,"14"" FHD (1920*1080), 60Hz 45%NTSC IPS-Level",AMD Radeon Graphics,256GB NVMe PCIe SSD,256,8,1920 X 1080,14.0,1080,1920,60,5500,3060,1.0,19999.0
Intel Core I5-1135G7,15.6-inch FHD Anti-glare LED Backlight Non-Touch Narrow Border WVA Display,NVIDIA® GeForce® MX330 2GB,256GB M.2 PCIe NVMe Solid State Drive,256,8,1920 x 1080,15.6,1080,1920,144,1135,330,1.0,19499.0
Intel Core I7-1165G7,"15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 200nits, 45% NTSC color gamut, Anti-glare display, Non-touch screen, (Screen-to-body ratio)83%",NVIDIA® GeForce® MX330 2GB,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 X 1080,15.6,1080,1920,144,1165,330,1.0,23099.0
AMD Ryzen 5-7520U,"15.6-inch, FHD (1920 x 1080) OLED 16:9 aspect ratio, 0.2ms response time, 60Hz refresh rate, 400nits, 600nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glo",AMD Radeon Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,15.6,1080,1920,144,7520,3060,1.0,37999.0
Intel Core I3-1215U,15.6-inch FHD (1920 x 1080) 16:9 aspect ratio,Intel UHD Graphics,256GB M.2 NVMe™ PCIe® 3.0 SSD,256,4,1920 x 1080,15.6,1080,1920,144,1215,3060,1.0,13999.0
Intel Core I5-1135G7,15.6-inch FHD (1920 x 1080) 16:9 aspect ratio,NVIDIA® GeForce® MX330 2GB,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,15.6,1080,1920,144,1135,330,1.0,18999.0
Intel Core I7-1165G7,15.6-inch FHD (1920 x 1080) 16:9 aspect ratio,NVIDIA® GeForce® MX330 2GB,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,15.6,1080,1920,144,1165,330,1.0,39900.0
Intel Core I5-1235U,"16.0-inch, WUXGA (1920 x 1200) 16:10 aspect ratio, IPS-level Panel, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified, Non-touch screen, (Screen-to-body ratio)86%",Intel UHD Graphics,"512GB M.2 NVMe™ PCIe® 3.0 SSD,",512,8,1920 x 1200,16.0,1200,1920,144,1235,3060,1.0,22999.0
Intel Core I5-13500H,16.0-inch WUXGA (1920 x 1200) 16:10 aspect ratio,Intel UHD Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1200,16.0,1200,1920,144,13500,3060,1.0,27820.0
Intel Core I7-13700H,"16.0-inch WUXGA (1920 x 1200) 16:10 aspect ratio,",Intel UHD Graphics,"512GB M.2 NVMe™ PCIe® 3.0 SSD,",512,8,1920 x 1200,16.0,1200,1920,144,13700,3060,1.0,29999.0
Intel Core I3-1115G4,"15.6-inches FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 83 %",Intel UHD Graphics,256GB M.2 NVMe™ PCIe® 3.0 SSD,256,4,1920 X 1080,15.6,1080,1920,144,1115,3060,1.0,23000.0
Intel Core I7-1255U,"16.0-inch, WUXGA (1920 x 1200) 16:10 aspect ratio, IPS-level Panel, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified, Non-touch screen, (Screen-to-body ratio)86%",Intel UHD Graphics,"512GB M.2 NVMe™ PCIe® 3.0 SSD,",512,8,1920 x 1200,16.0,1200,1920,144,1255,3060,1.0,25999.0
Intel Core I5-1235U,"14"" diagonal, FHD (1920 x 1080), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, 250 nits, 45% NTSC [17]",Intel Iris Xe Graphics,512 GB PCIe® NVMe™ M.2 SSD,512,8,1920 x 1080,14.0,1080,1920,144,1235,3060,1.0,30799.0
Intel Core i5 1135G7,"15.6"" FHD TN 250nits Anti-glare",NVIDIA® GeForce MX350 2GB,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,512,8,1920 X 1080,15.6,1080,1920,144,1135,350,1.0,21949.0
Intel Core I5-1235U,15.6 inch FHD 120Hz 250 nits WVA Anti-Glare LED Backlit Narrow Border Display,Nvidia GeForce MX550 2GB,512GB M.2 PCIe NVMe SSD,512,8,1920 X 1080,15.6,1080,1920,120,1235,550,1.0,24999.0
AMD Ryzen 5 5500U,"15.6"" FHD (1920x1080) TN 250nits Anti-glare",AMD Radeon Graphics,"1TB HDD 5400rpm 2.5""",5400,8,1920 X 1080,15.6,1080,1920,144,5500,3060,1.0,21199.0
AMD Ryzen 7 5700U,"39.6 cm (15.6"") diagonal FHD, Anti-Glare, 250 nits, NTSC 45% color",AMD Radeon Graphics,512 GB PCIe® NVMe™ M.2 Solid State Drive,512,8,1920 x 1080,39.6,1080,1920,144,5700,3060,1.0,20999.0
Intel Core I5-1135G7,15.6-inch HD Anti -glare LED-Backlit Non-touch Narrow Border Display,Intel UHD Graphics,256GB M.2 PCIe NVMe Solid State Drive,256,4,1366 x 768,15.6,768,1366,144,1135,3060,1.0,16999.0
Intel Core I3-1115G,"14.0"" FHD, IPS-Level",Intel UHD Graphics,256GB NVMe PCIe SSD,256,4,1920 x 1080,14.0,1080,1920,144,1115,3060,1.0,12499.0
Intel Core I5-1135G7,"15.6"" inch Full HD Aspect Ratio 16:9 LCD LED",NVIDIA GeForce MX350 2GB,1 TB HDD,512,8,1920 X 1080,15.6,1080,1920,144,1135,350,1.0,16999.0
Intel Core I7-1165G7,"14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 100% sRGB color gamut for non-OLED, Anti-glare display",NVIDIA GeForce MX350 2GB,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,16,1920 X 1080,14.0,1080,1920,144,1165,350,1.0,27849.0
Intel Core I7-1165G7,"13.3-inch, FHD (1920 x 1080) OLED 16:9 aspect ratio, 0.2ms response time, 550nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful bl",Intel Iris Xe Graphics,1TB M.2 NVMe™ PCIe® 3.0 SSD,512,16,1920 X 1080,13.3,1080,1920,144,1165,3060,1.0,47150.0
Intel Core I5-1135G7,"13.3-inch, FHD OLED 16:9 aspect ratio, 0.2ms response time, 550nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, SGS",Intel Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,13.3,1080,1920,144,1135,3060,1.0,29000.0
12th Gen Intel® Core™ i7-1255U,Screen: 13” PixelSense™ Flow Display,Intel® Iris® Xe Graphics,512GB SSD,512,16,2880 X 1920 (267 PPI),13.0,1920,2880,120,1255,3060,1.0,104999.0
Intel Core I5-1135G7,14 Inch FHD IPS Aspect Ratio 16:9 Screen-to-body Ratio 84%,Intel Iris Xe Graphics,512 GB NVMe PCIe SSD,512,16,1920 X 1080,14.0,1080,1920,144,1135,3060,1.0,29600.0
Intel Core I7-1255U,15.6 inch FHD 120Hz 250 nits WVA Anti-Glare LED Backlit Narrow Border Display,NVIDIA GeForce MX550,512GB M.2 PCIe NVMe SSD,512,8,1920 x 1080,15.6,1080,1920,120,1255,550,1.0,34049.0
Intel Core I7-1255U,15.6-inch FHD 16:9 aspect ratio 60Hz refresh rate,Intel® UHD Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,15.6,1080,1920,60,1255,3060,1.0,29999.0
Intel Core I7-1165G7,FHD 16:9 aspect ratio 60Hz refresh rate,Intel® Iris Xe Graphics,1TB M.2 NVMe™ PCIe® 3.0 SSD,512,16,1920 x 1080,16.0,1080,1920,60,1165,3060,1.0,29999.0
Intel Core I5-1240P,2.8K OLED 16:10 aspect ratio 90Hz refresh rate,Intel® Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,2880 x 1800,2.8,1800,2880,90,1240,3060,1.0,42000.0
Intel Core I7-1260P,2.8K OLED 16:10 aspect ratio 90Hz refresh rate,Intel® Iris Xe Graphics,1TB M.2 NVMe™ PCIe® 3.0 SSD,512,16,2880 x 1800,2.8,1800,2880,90,1260,3060,1.0,47249.0
Intel Core I7-12700H,"14.0-inch, 2.8K OLED 16:10 aspect ratio, 0.2ms response time, 90Hz refresh rate, 550nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, 70% less harmful blue li",Intel Iris Xᵉ Graphics,1TB M.2 NVMe™ PCIe® 4.0 SSD,512,16,2880 x 1800,14.0,1800,2880,90,12700,3060,1.0,53830.0
Intel Core I5-1235U,15.6 inche FHD 16:9 aspect ratio,Intel UHD Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,15.6,1080,1920,60,1235,3060,1.0,22049.0
Intel Core I7-1165G7,"15.6"" FHD Acer ComfyView LED LCD",NVIDIA GeForce MX350 2GB,1TB HDD + 256GB PCIe NVMe SSD,256,12,1920 x 1080,15.6,1080,1920,144,1165,350,1.0,23499.0
Intel Core I5-1135G7,"15.6"" FHD Acer ComfyView LED LCD",NVIDIA GeForce MX350 2GB,1TB HDD + 256GB PCIe NVMe SSD,256,8,1920 x 1080,15.6,1080,1920,144,1135,350,1.0,17199.0
AMD Ryzen 7-5700U,"15.6"" FHD Acer ComfyView LED LCD",AMD Radeon RX640 2GB,512GB PCIe NVMe SSD,512,8,1920 x 1080,15.6,1080,1920,144,5700,640,1.0,19999.0
AMD Ryzen 5-5500U,"15.6"" FHD Acer ComfyView LED LCD",AMD Radeon RX640 2GB,512GB PCIe NVMe SSD,512,8,1920 x 1080,15.6,1080,1920,144,5500,640,1.0,17499.0
Intel Core I3-1005G1,15.6'' Inch FHD Acer ComfyView LED LCD,Intel UHD Graphics,1TB HDD,512,4,1920 x 1080,15.6,1080,1920,144,1005,3060,1.0,20000.0
Intel Core I5-1135G7,15.6'' Inch FHD Aspect Ratio 16:9 Acer ComfyView LED LCD,NVIDIA GeForce MX350 2GB,1TB HDD,512,8,1920x1080,15.6,1080,1920,144,1135,350,1.0,23499.0
AMD Ryzen 7 5800H,16.0 inch WUXGA 16:10 aspect ratio 300nits 45% NTSC color gamut Anti-glare display Screen-to-body ratio 86 ％,AMD Radeon Graphics,1TB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1200,16.0,1200,1920,60,5800,3060,1.0,29499.0
Intel Core I3-1215U,15.6-inch FHD 16:9 aspect ratio LED Backlit IPS-level Panel 250nits 45% NTSC color gamut Anti-glare display TÜV Rheinland-certified Screen-to-body ratio 82 ％,Intel UHD Graphics,256GB M.2 NVMe™ PCIe® 3.0 SSD,256,4,1920 x 1080,15.6,1080,1920,60,1215,3060,1.0,14699.0
Intel Core I5-1235U,15.6-inch FHD 16:9 aspect ratio LED Backlit IPS-level Panel 250nits 45% NTSC color gamut Anti-glare display TÜV Rheinland-certified Screen-to-body ratio 82 ％,Intel UHD Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,15.6,1080,1920,60,1235,3060,1.0,21999.0
Inte Core I7-12700H,15.6-inch FHD 16:9 aspect ratio LED Backlit IPS-level Panel 250nits 45% NTSC color gamut Anti-glare display TÜV Rheinland-certified Screen-to-body ratio 82 ％,Intel UHD Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,15.6,1080,1920,60,12700,3060,1.0,25699.0
Intel Core I3-1115G4,14.0-inch FHD 16:9 aspect ratio LED Backlit IPS-level Panel 250nits 45% NTSC color gamut Glossy display Screen-to-body ratio 82 ％ Touch screen,Intel UHD Graphics,256GB M.2 NVMe™ PCIe® 3.0 SSD,256,4,1920 x 1080,14.0,1080,1920,60,1115,3060,1.0,20199.0
Intel Core I5-1135G7,14.0-inch FHD 16:9 aspect ratio LED Backlit IPS-level Panel 60Hz refresh rate 250nits 45% NTSC color gamut Touch screen,Intel Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,14.0,1080,1920,60,1135,3060,1.0,24899.0
Intel Core I7-1165G7,14.0-inch FHD 16:9 aspect ratio LED Backlit IPS-level Panel 250nits Touch screen,Intel Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,14.0,1080,1920,60,1165,3060,1.0,29699.0
AMD Ryzen 7-5700U,"15.6'' Inch FHD SVA, Anti-Glare WLED, 250 nits, eDP micro-edge, 45% NTSC",AMD Radeon Graphics,512GB SSD,512,8,1920 x 1080,15.6,1080,1920,144,5700,3060,1.0,17499.0
Intel Core I3-1115G4,15.6 Inch FHD LCD Aspect Ratio 16:9,Intel UHD Graphics,1 TB 5400 rpm SATA HDD,5400,4,1920 x 1080,15.6,1080,1920,144,1115,3060,1.0,22000.0
Intel Core I5-1135G7,15.6 Inch FHD LCD Aspect Ratio 16:9,NVIDIA GeForce MX350 2GB,1TB HDD+256GB SSD,256,8,1920 x 1080,15.6,1080,1920,144,1135,350,1.0,29999.0
AMD Ryzen 3 5300U,"39.6 cm (15.6"") diagonal, FHD, micro-edge, anti-glare, 250 nits, 45% NTSC",AMD Radeon Graphics,512 GB PCIe® NVMe™ TLC M.2 SSD,512,8,1920 x 1080,39.6,1080,1920,144,5300,3060,1.0,16199.0
Intel Core I3-1115G4,"39.6 cm (15.6"") diagonal, HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Intel UHD Graphics,256 GB PCIe® NVMe™ M.2 SSD,256,4,1366 x 768,39.6,768,1366,144,1115,3060,1.0,11777.0
Intel Core I5-1135G7,15.6-inch HD Anti-glare LED-Backlit Non-touch Narrow Border Display,Nvidia GeForce MX350 2GB,256GB SSD,256,4,1366 x 768,15.6,768,1366,144,1135,350,1.0,19999.0
Intel Core I5-1135G7,15.6-inch FHD Anti-glare LED Backlight Non-Touch Narrow Border WVA Display,Intel UHD Graphics,256GB SSD,256,8,1920 x 1080,15.6,1080,1920,144,1135,3060,1.0,16666.0
Intel Core I5-1155G7,14 Inch FHD IPS-Level,Intel Iris Xe,512GB SSD,512,8,1920 x 1080,14.0,1080,1920,144,1155,3060,1.0,20250.0
Intel Core I7-1165G7,"15.6-inch, FHD 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 200nits, 45% NTSC color gamut, Anti-glare display, Non-touch screen, (Screen-to-body ratio)85%",Nvidia GeForce MX 330 2GB,512GB SSD,512,8,1920 x 1080,15.6,1080,1920,60,1165,330,1.0,19999.0
Intel Core i7-1165G7,"15.6"" FHD 1920x1080 TN 250nits Anti-glare",Nvidia GeForce MX450,"1TB HDD 5400rpm 2.5""",5400,4,1920x1080,15.6,1080,1920,144,1165,450,1.0,20999.0
Intel Core I7-1065G7,"14 inches, IPS, 16:9, 300 nits, 100% sRGB, 178 degrees,",Intel UHD Graphics,512GB SSD,512,8,1920 x 1080,14.0,1080,1920,144,1065,3060,1.0,12500.0
Amd Ryzen 7-5700U,"39.6 cm (15.6"") diagonal, FHD, micro-edge, anti-glare, 250 nits, 45% NTSC",AMD Radeon™ Graphics,512 GB PCIe® NVMe™ M.2 SSD,512,8,1920 x 1080,39.6,1080,1920,144,5700,3060,1.0,21499.0
Amd Ryzen 5-5500U,"39.6 cm (15.6"") diagonal, FHD micro-edge, anti-glare, 250 nits, 45% NTSC","Integrated,  AMD Radeon™ Graphics",512 GB PCIe® NVMe™ M.2 SSD,512,8,1920 x 1080,39.6,1080,1920,144,5500,3060,1.0,14999.0
AMD 3020E,"14"" HD TN 220nits Anti-glare",AMD Radeon Graphics,"1TB HDD 5400rpm 2.5""",5400,4,1366 x 768,14.0,768,1366,144,3020,3060,1.0,6499.0
Intel® Core™ i5-1235U,13″ Inch Aspect ratio: 3:2 UP To 120Hz Touchscreen,Intel® Iris® Xe Graphics,256GB SSD,256,8,2880 X 1920,13.0,1920,2880,144,1235,3060,879.0,65599.0
Intel Core i5-1135G7,"15.6-inche FHD 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 45% NTSC color gamut, Anti-glare display, Screen-to-body ratio: 83 ％",NVIDIA® GeForce® MX330 2GB,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,15.6,1080,1920,144,1135,330,1.0,16999.0
AMD Ryzen 7-3700U,15.6 inch FHD Anti-glare LED Backlight Non-Touch Narrow Border WVA Display,AMD Radeon RX Vega 10 Graphics,512GB M.2 PCIe NVMe Solid State Drive,512,8,1920 x 1080,15.6,1080,1920,144,3700,10,1.0,21499.0
Intel Core i5-1135G7,"15.6"" FHD TN 250nits Anti-glare",NVIDIA GeForce MX350,"1TB HDD 5400rpm 2.5""",5400,8,1920 x 1080,15.6,1080,1920,144,1135,350,1.0,19999.0
Intel Core i7-11370H,"16"" inch 2.5K IPS 350nits Anti-glare, 100% sRGB, 120Hz, TÜV Low Blue Light",NVIDIA GeForce MX450 2GB,1TB SSD M.2 2280 PCIe 3.0x4 NVMe,2280,16,2560x1600,16.0,1600,2560,120,11370,450,1.0,46749.0
AMD Ryzen 7-5700U,"14"" FHD IPS 300nits Anti-glare",AMD Radeon Graphics,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,512,8,1920 x 1080,14.0,1080,1920,144,5700,3060,1.0,19999.0
AMD Ryzen 5-5500U,"15.6"" FHD TN 250nits Anti-glare",AMD Radeon Graphics,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,512,8,1920 x 1080,15.6,1080,1920,144,5500,3060,1.0,17999.0
AMD Ryzen 5-5500U,"15.6"" FHD TN 250nits Anti-glare",AMD Radeon Graphics,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,512,8,1920 x 1080,15.6,1080,1920,144,5500,3060,1.0,19349.0
Intel Core I3-1115G4,"15.6"" FHD TN 250nits Anti-glare",Intel UHD Graphics,"1TB HDD 5400rpm 2.5""",5400,4,1920 x 1080,15.6,1080,1920,144,1115,3060,1.0,14500.0
Amd Ryzen 3 3250U,15.6'' Inch HD Anti-glare LED-Backlit Non-touch Narrow Border Display,AMD Radeon Graphics,128GB M.2 PCIe NVMe Solid State Drive,128,4,1366 x 768,15.6,768,1366,144,3250,3060,1.0,8999.0
Intel Core I5-1235U,"15.6""Inch diagonal, HD, micro-edge, anti-glare, 250 nits, 45% NTSC 3",Intel Iris Xe Graphics,512 GB PCIe® NVMe™ M.2 SSD,512,8,1366 x 768,15.6,768,1366,144,1235,3060,1.0,18400.0
Intel Core I5-1135G7,"15.6"" Inch, HD, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA GeForce MX350 2GB,512 GB PCIe® NVMe™ M.2 SSD,512,8,1366 x 768,15.6,768,1366,144,1135,350,1.0,20400.0
AMD Ryzen 5-5500U,"15.6"" diagonal, FHD, micro-edge, anti-glare, 250 nits, 45% NTSC 4",AMD Radeon Graphics,512 GB PCIe® NVMe™ M.2 SSD,512,8,1920 x 1080,15.6,1080,1920,144,5500,3060,1.0,15499.0
Intel Core I3-1215U,"15.6'' diagonal, HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Intel UHD Graphics,512 GB PCIe® NVMe™ M.2 SSD,512,4,1366 x 768,15.6,768,1366,144,1215,3060,1.0,12499.0
Intel Core I3-1115G4,"14.0-inch, FHD 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 45% NTSC color gamut, Anti-glare display",Intel® UHD Graphics,256GB M.2 NVMe™ PCIe® 3.0 SSD,256,4,1920 x 1080,14.0,1080,1920,144,1115,3060,1.0,12000.0
Intel Core I7-1165G7,"14.0 inch, FHD 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 100% sRGB color gamut for non-OLED, Anti-glare display",NVIDIA® GeForce® MX350 2GB,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,16,1920 x 1080,14.0,1080,1920,144,1165,350,1.0,27930.0
Intel Core I5-1135G7,15.6'' inch IPS  Screen-to-body Ratio 87%  Aspect Ratio 16:9 141 PPI  Brightness 300 nits  Colour Gamut 100% sRGB color gamut  Constrast Ratio 1000:1   Viewing Angle 178°,Intel Iris Xe Graphics,512 GB NVMe PCIe SSD,512,8,1920 x 1080,15.6,1080,1920,144,1135,3060,1.0,17499.0
Intel Core I7-11390H,13.3-inch 16:10 QHD+ Anti-Glare Non-Touch Narrow Border 300nits WVA Display,NVIDIA GeForce MX450 2GB,‎512GB SSD,512,16,2560 x 1600,13.3,1600,2560,144,11390,450,1.0,35599.0
AMD Ryzen 7 5700U,"15.6-inch, FHD 16:9, IPS-level Panel for non-OLED, Anti-glare display, - Screen-to-body ratio: 83 ％",AMD Radeon Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,15.6,1080,1920,144,5700,3060,1.0,15499.0
Intel Core i3-10110U,"15.6-inch, FHD 16:9 aspect ratio, IPS-level Panel, 250nits, 45% NTSC color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 83 ％",Intel UHD Graphics,"1TB SATA 5400RPM 2.5"" HDD",5400,4,1920 x 1080,15.6,1080,1920,144,10110,3060,1.0,10500.0
AMD 3020e,"15.6"" HD TN 220nits Anti-glare",Integrated AMD Radeon Graphics,"1TB HDD 5400rpm 2.5""",5400,4,1366 x 768,15.6,768,1366,144,3020,3060,1.0,13499.0
Intel Core I3-1005G1,"15.6"" diagonal, HD, narrow bezel, anti-glare, 250 nits, 45% NTSC",Intel UHD Graphics,1TB HDD,512,4,1366 x 768,15.6,768,1366,144,1005,3060,2.0,10999.0
Intel Core i3-1115G4,"15.6"" diagonal, FHD, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Intel UHD Graphics,256 GB PCIe® NVMe™ M.2 SSD,256,8,1920 x 1080,15.6,1080,1920,144,1115,3060,1.0,11999.0
Intel Core i5-1135G7,"39.6 cm (15.6"") diagonal, HD , micro-edge, anti-glare, 250 nits, 45% NTSC",Intel UHD Graphics,512 GB PCIe® NVMe™ M.2 SSD,512,8,1366 x 768,39.6,768,1366,144,1135,3060,1.0,12199.0
Intel Core i7-1065G7,15.6'' Inch FHD non-reflective eDP™ IPS display with LED sidelighting and 16:9 aspect ratio,Intel Iris Plus Graphics,512GB SSD,512,8,1920 x 1080,15.6,1080,1920,144,1065,3060,1.0,23777.0
Intel Core i5-1035G1,15.6'' Inch HD non-reflective High Brightness eDP™ display with LED sidelighting and 16 : 9 aspect ratio,Intel UHD Graphics,256GB SSD,256,8,1366 x 768,15.6,768,1366,144,1035,3060,1.0,14999.0
Intel Core i7-1165G7,"15.6""inch diagonal, HD, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce® MX450 2GB,512 GB PCIe® NVMe™ M.2 SSD,512,8,1366 x 768,15.6,768,1366,144,1165,450,1.0,21999.0
AMD Ryzen™ 3 3200U,"39.6 cm (15.6 in) diagonal HD SVA eDP anti-glare LED-backlit slim, 67% sRGB, 220 cd/m2",AMD Radeon™ Vega 3 Graphics,1 TB 5400 HDD rpm SATA,5400,4,1366 x 768,39.6,768,1366,144,3200,3,1.0,9999.0
AMD Ryzen 5 5500U,"14.0-inch, FHD 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 100% sRGB color gamut Adobe RGB :75% coverage Anti-glare display, Screen-to-body ratio: 90 ％",NVIDIA® GeForce® MX450 2GB,256GB M.2 NVMe™ PCIe® 3.0 SSD,256,8,1920 x 1080,14.0,1080,1920,144,5500,450,1.0,17499.0
Intel Core I3-1115G4,"15.6"" FHD TN 250nits Anti-glare",Integrated Intel UHD Graphics,"1TB HDD 5400rpm 2.5""",5400,4,1920 x 1080,15.6,1080,1920,144,1115,3060,1.0,10300.0
