Processor,Display,Video graphics,Hard drive,Storage,RAM,Display Resolution,Screen size,Screen Height,Screen Width,Display Refresh Rate,CPU,GPU,Weight,Price
Intel Core Ultra 9 285H,16 2.5K WQXGA OLED 240HZ,Nvidia GeForce RTX 5070,2TB PCIe® 4.0 NVMe™ M.2 SSD,512,32,2560 x 1600,16.0,1600,2560,240,8290,5070,1.0,147777.0
Intel® Core™ Ultra 9 275HX,"16"" diagonal, WQXGA, 60-240 Hz, 3 ms response time, IPS, micro-edge, anti-glare, Low Blue Light, 500 nits, 100% sRGB",Nvidia GeForce RTX 5080,1 TB PCIe® Gen4 NVMe™ M.2 SSD,512,32,2560 x 1600,16.0,1600,2560,240,8290,5080,2.0,200000.0
Intel Core i5-13500H,"40.9 cm (16.1"") diagonal, FHD, 144Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Nvidia GeForce RTX 4050 6GB,512GB PCIe® Gen4 NVMe™ M.2 SSD,512,16,1920 x 1080,40.9,1080,1920,144,13500,4050,2.0,41199.0
Intel Core i7-14700HX,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",Nvidia GeForce RTX 4060 8GB,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,2242,16,1920 X 1080,15.6,1080,1920,144,14700,4060,2.0,58699.0
Intel Core 5 210H,"16-inch, FHD+ 16:10 (1920 x 1200, WUXGA), Value IPS-level, Anti-glare display, Refresh Rate:144Hz, Response Time:7ms, G-Sync, MUX Switch + NVIDIA® Advanced Optimus",Nvidia GeForce RTX 4050 6GB,512GB PCIe® 4.0 NVMe™ M.2 SSD,512,8,1920 x 1200,16.0,1200,1920,144,8290,4050,2.0,39999.0
Intel Core I5-12500H,"16.0-inch, WUXGA 16:10 aspect ratio, IPS-level Panel, LED Backlit, 144Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified, (Screen-to-body ratio)86%",Nvidia GeForce RTX 2050 4GB,512GB M.2 NVMe™ PCIe® 4.0 SSD,512,8,1920 x 1200,16.0,1200,1920,144,12500,2050,1.0,29999.0
Intel Core I7-14700HX,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",NVIDIA® GeForce RTX™ 4060 8GB,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,2242,16,1920 x 1080,15.6,1080,1920,144,14700,4060,2.0,59699.0
AMD Ryzen 7 7735HS,"15.6"" FHD (1920x1080), 144Hz, IPS-Level",Nvidia GeForce RTX 4060 8GB,512GB NVMe PCIe SSD,512,16,1920 x 1080,15.6,1080,1920,144,7735,4060,1.0,45599.0
AMD Ryzen 9 8945HS,"15.6"" FHD (1920x1080), 144Hz, IPS-Level",Nvidia GeForce RTX 4050 6GB,512GB NVMe PCIe SSD,512,16,1920 x 1080,15.6,1080,1920,144,8945,4050,2.0,52249.0
AMD Ryzen 9 8945HS,"15.6"" FHD (1920x1080), 144Hz, IPS-Level",Nvidia GeForce RTX 4060 8GB,512GB NVMe PCIe SSD,512,16,1920 x 1080,15.6,1080,1920,144,8945,4060,2.0,56899.0
Intel Core i7-13620H,"15.6"" FHD (1920x1080), 144Hz, IPS-Level",Nvidia GeForce RTX 3050,512GB SSD slot (NVMe PCIe Gen4),512,16,1920x1080,15.6,1080,1920,144,13620,3050,1.0,34849.0
Intel Core i5-14450HX,"40.9 cm (16.1"") diagonal, FHD , 144 Hz, IPS, micro-edge, anti-glare, 300 nits, 62.5% sRGB",NVIDIA® GeForce RTX™ 3050,1 TB PCIe® Gen4 NVMe™ M.2 SSD,512,16,1920 x 1080,40.9,1080,1920,144,14450,3050,2.0,39499.0
Intel Core i5-13500H,"39.6 cm (15.6"") diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 4050 6GB,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,16,1920 x 1080,39.6,1080,1920,144,13500,4050,2.0,39099.0
AMD Ryzen AI 9 HX 370,"14-inch, 2.5K (2560 x 1600, WQXGA) 16:10 aspect ratio, IPS-level, Anti-glare display, sRGB:100.00%, Refresh Rate:165Hz, G-Sync, MUX Switch + NVIDIA® Advanced Optimus",NVIDIA® GeForce RTX™ 4060,1TB PCIe® 4.0 NVMe™ M.2 SSD,512,16,2560 x 1600,14.0,1600,2560,165,8290,4060,1.0,64777.0
Intel Core i5-13500H,"39.6 cm (15.6"") diagonal, FHD (1920 x 1080), 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 4050 6GB,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,16,1920 x 1080,39.6,1080,1920,144,13500,4050,2.0,38888.0
Intel Core i5-12450HX,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz",Nvidia GeForce RTX 2050 4GB,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,1,1920 x 1080,15.6,1080,1920,144,12450,2050,1.0,29749.0
Intel Core i7-14700HX,16'' Inch FHD 165HZ,Nvidia GeForce RTX 4070 8GB​,1TB SSD,512,16,1920 X 1080,16.0,1080,1920,165,14700,4070,2.0,91499.0
Intel Core i5-13420H,"15.6"" diagonal FHD display",NVIDIA® GeForce RTX™ 4050 6GB,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,16,1920 x 1080,15.6,1080,1920,144,13420,4050,2.0,38888.0
Intel Core i7-13700H,"39.6 cm (15.6"") diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 3050 6GB,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,8,1920 x 1080,39.6,1080,1920,144,13700,3050,2.0,40999.0
Intel® Core™ i7-14700HX,"16.1"" diagonal FHD , 144 Hz, IPS, micro-edge, 40.9 anti-glare, 300 nits, 62.5% sRGB",NVIDIA® GeForce RTX™ 4060,1TB PCIe® Gen4 NVMe™ TLC M.2 SSD,512,16,1920 x 1080,16.1,1080,1920,144,14700,4060,2.0,59999.0
Intel® Core™ i7-13650HX,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",NVIDIA® GeForce RTX™ 4050,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,2,1920x1080,15.6,1080,1920,144,13650,4050,2.0,46499.0
Intel® Core™ i7-14700HX,"16.1"" Inch diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 300 nits, 62.5% sRGB",NVIDIA® GeForce RTX™ 4060,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,16,1920 x 1080,16.1,1080,1920,144,14700,4060,2.0,61799.0
Intel Core I7-13650HX,15.6'' Inch FHD 120HZ,Nvidia GeForce RTX 4060,1TB SSD,512,16,1920 x 1080,15.6,1080,1920,120,13650,4060,2.0,59999.0
Intel Core i7-14700HX,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",NVIDIA® GeForce RTX™ 4060 8GB,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,16,1920 x 1080,15.6,1080,1920,144,14700,4060,2.0,55999.0
Intel® Core™ i5-12450H,"15.6"" FHD, IPS-Level 144Hz 45% NTSC",NVIDIA® GeForce RTX™ 3050 6G,512GB NVMe SSD,512,8,1920x1080,15.6,1080,1920,144,12450,3050,1.0,32499.0
Intel® Core™ i7-13700H,"16.1"" diagonal FHD display",NVIDIA® GeForce RTX™ 4070,1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,512,16,1920 x 1080,16.1,1080,1920,144,13700,4070,2.0,88888.0
AMD Ryzen™ 5 8645HS,"15.6"" diagonal FHD",NVIDIA® GeForce RTX™ 4050,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,16,1920 x 1080,15.6,1080,1920,144,8645,4050,2.0,40999.0
Intel Core i7-13650HX,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",NVIDIA® GeForce RTX™ 3050 6GB GDDR6,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,1,1920 x 1080,15.6,1080,1920,144,13650,3050,2.0,43999.0
Intel Core I5-13500H,"39.6 cm (15.6"") diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Nvida GeForce RTX 4050 6GB,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,16,1920 x 1080,39.6,1080,1920,144,13500,4050,2.0,40099.0
Intel® Core™ i5-13500H,"39.6 cm (15.6"") diagonal FHD IPS display, 144 Hz refresh rate, 9 ms response time, micro-edge, anti-glare, 250 nits brightness, 45% NTSC color gamut 3",NVIDIA® GeForce RTX™ 4050,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,16,1920 x 1080,39.6,1080,1920,144,13500,4050,2.0,38666.0
Intel Core i7-13700H,"16-inch diagonal, WQXGA, multitouch-enabled, 48-120 Hz, IPS, edge-to-edge glass, micro-edge, Low Blue Light, 400 nits, 100% sRGB",Nvidia GeForce RTX 4060 8GB,1 TB PCIe® NVMe™ M.2 SSD,512,16,2560 x 1600,16.0,1600,2560,120,13700,4060,2.0,71000.0
Intel Core i7-13700H,"39.6 cm (15.6"") diagonal FHD (1920 x 1080) IPS display, 144 Hz refresh rate, 9 ms response time, micro-edge, anti-glare, 250 nits brightness, 45% NTSC color",NVIDIA® GeForce RTX™ 3050 6GB GDDR6,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,8,1920 x 1080,39.6,1080,1920,144,13700,3050,2.0,40999.0
AMD Ryzen™ 5 8645HS,"15.6"" diagonal FHD display",NVIDIA® GeForce RTX™ 4050 6GB,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,8,1920 x 1080,15.6,1080,1920,144,8645,4050,2.0,37777.0
Intel Core i7-13620H,"15.6"" FHD, 144Hz, IPS-Level",NVIDIA® GeForce RTX™ 4060 8GB,512GB M.2 NVMe PCIe Gen4 SSD,512,16,1920 x 1080,15.6,1080,1920,144,13620,4060,1.0,47499.0
Intel® Core™ i7-13620H,"16.1"" diagonal, FHD 165 Hz, 7 ms response time, IPS, micro-edge, anti-glare, Low Blue Light, 300 nits, 100% sRGB [17,35]",NVIDIA® GeForce RTX™ 4060,1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,512,16,1920 x 1080,16.1,1080,1920,165,13620,4060,2.0,57777.0
Intel Core I7-13650HX,"15.6"" FHD 165Hz, 3 ms, sRGB-100%, ComfortViewPlus , NVIDIA G-SYNC+DDS Display",Nvidia GeForce RTX 4050 6GB,"512GB, M.2, PCIe NVMe, SSD",512,16,1920 x 1080,15.6,1080,1920,165,13650,4050,2.0,56666.0
Intel® Core™ i7-13700H,"16"" WQXGA (2560x1600) IPS 300nits Anti-glare, 100% sRGB, 165Hz, G-SYNC®, Low Blue Light",NVIDIA® GeForce RTX™ 4060 8GB,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,2280,16,2560x1600,16.0,1600,2560,165,13700,4060,2.0,65199.0
Intel Core I7-13620H,"16-inch FHD+ 16:10 (1920 x 1200, WUXGA) IPS-Level Anti-Glare 165Hz (3ms)",Nvidia GeForce RTX 4060 8GB,512GB NVMe PCIe 4.0 SSD,512,16,1920 x 1200,16.0,1200,1920,165,13620,4060,2.0,99999.0
Intel Core I7-13700H,"16.1"" diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 4050 6GB,1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,512,16,1920 X 1080,16.1,1080,1920,144,13700,4050,2.0,48888.0
Intel Core I7-13700H,"16.1"" diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 4050 6GB,1TB PCIe® Gen4 NVMe™ TLC M.2 SSD,512,16,1920 x 1080,16.1,1080,1920,144,13700,4050,2.0,48888.0
AMD Ryzen 7 5800H,"15.6"" FHD IPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer",NVIDIA GeForce RTX RTX 3050Ti 4GB,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,512,16,1920 x 1080,15.6,1080,1920,120,5800,3050,2.0,43999.0
AMD Ryzen™ 7 7445H,"15.6"" diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 300 nits, 62.5% sRGB",NVIDIA® GeForce RTX™ 2050,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,16,1920 x 1080,15.6,1080,1920,144,7445,2050,2.0,30999.0
Intel® Core™ i7-14700HX,"16.1″diagonal, FHD , 144 Hz, IPS, micro-edge, anti-glare, 300 nits, 62.5% sRGB",NVIDIA® GeForce RTX™ 4060,1 TB PCIe® Gen4 NVMe™ M.2 SSD,512,16,1920 x 1080,16.1,1080,1920,144,14700,4060,2.0,59999.0
Intel® Core™ i7-14700HX,"16.1″diagonal, FHD , 144 Hz, IPS, micro-edge, anti-glare, 300 nits, 62.5% sRGB",NVIDIA® GeForce RTX™ 4050,1 TB PCIe® Gen4 NVMe™ M.2 SSD,512,16,1920 x 1080,16.1,1080,1920,144,14700,4050,2.0,51999.0
Intel® Core i7-13700HX,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",NVIDIA® GeForce RTX™ 5060,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,2,1920x1080,15.6,1080,1920,144,13700,5060,2.0,57777.0
Intel® Core i7-14700HX,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",NVIDIA® GeForce RTX™ 5060,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,2,1920x1080,15.6,1080,1920,144,14700,5060,2.0,60999.0
Intel® Core i5-12450HX,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz",NVIDIA® GeForce RTX™ 3050,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,1,1920x1080,15.6,1080,1920,144,12450,3050,1.0,29999.0
Intel Core Ultra 7 255HX,"16"" WQXGA,240Hz, 3ms, ComfortView Plus, NVIDIA G-SYNC and Advanced Optimus, 100% DCIP-3",Nvidia GeForce RTX 5060,1TB M.2 PCIe NVMe SSD,512,32,2560 x 1600,16.0,1600,2560,240,8290,5060,2.0,93333.0
Intel Core Ultra 9 275HX,"16"" WQXGA 240Hz, 3ms, ComfortView Plus, NVIDIA G-SYNC and Advanced Optimus, 100% DCIP-3","NVIDIA® GeForce RTX™ 5070, 8GB",1TB M.2 PCIe NVMe SSD,512,32,2560 x 1600,16.0,1600,2560,240,8290,5070,2.0,112000.0
Intel Core Ultra 9 275HX,"16"", WQXGA, 240Hz, 100% DCI-P3, ComfortView Plus, G-SYNC","NVIDIA® GeForce RTX™ 5060, 8GB","1 TB, M.2, PCIe NVMe, SSD",512,32,1920 x 1080,16.0,1080,1920,240,8290,5060,2.0,91999.0
Intel® Core Ultra 9 275HX,"15.1"" WQXGA OLED 1000nits (peak) / 500nits (typical) glossy, 100% DCI-P3, 165Hz, Dolby Vision®, DisplayHDR™ True Black 600",NVIDIA® GeForce RTX™ 5070,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,2242,2,2560x1600,15.1,1600,2560,165,8290,5070,1.0,93333.0
Intel® Core i7-14700HX,"15.1"" WQXGA OLED 1000nits (peak) / 500nits (typical) glossy, 100% DCI-P3, 165Hz, Dolby Vision®, DisplayHDR™ True Black 600",NVIDIA® GeForce RTX™ 5060,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,2242,2,2560x1600,15.1,1600,2560,165,14700,5060,1.0,79999.0
AMD Ryzen™ 9 8940HX,"16-inch FHD+ 16:10 (1920 x 1200, WUXGA) IPS-level anti-glare display sRGB: 100% Refresh Rate: 165Hz Response Time: 3ms G-Sync MUX Switch + NVIDIA® Advanced Optimus Support Dolby Vision HDR : Yes",NVIDIA® GeForce RTX™ 5070 Ti,1TB PCIe® 4.0 NVMe™ M.2 SSD,512,32,1920 x 1200,16.0,1200,1920,165,8940,5070,2.0,114000.0
AMD Ryzen 7 8845HS,"14-inch, 2.5K (2560 x 1600, WQXGA) 16:10 aspect ratio, IPS-level, Anti-glare display, sRGB:100.00%, Refresh Rate:165Hz, G-Sync, MUX Switch + NVIDIA® Advanced Optimus",NVIDIA® GeForce RTX™ 4060 8GB,512GB PCIe® 4.0 NVMe™ M.2 SSD,512,16,2560 x 1600,14.0,1600,2560,165,8845,4060,1.0,57399.0
Intel Core 7 240H,"16"" WQXGA 120Hz, 300 nits, ComfortView Plus, 100% sRGB color gamut",Nvidia GeForce RTX 5050 8GB,512GB M.2 PCIe NVMe SSD,512,16,2560 x 1600,16.0,1600,2560,120,8290,5050,2.0,60699.0
Intel Core 7 240H,"16"" WQXGA 120Hz, 300 nits, ComfortView Plus, 100% sRGB color gamut",Nvidia GeForce RTX 5060 8GB,512GB M.2 PCIe NVMe SSD,512,16,2560 x 1600,16.0,1600,2560,120,8290,5060,2.0,67999.0
Intel Core i5-13450HX,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",Nvida GeForce RTX 4050 6GB,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,24,1920x1080,15.6,1080,1920,144,13450,4050,2.0,39499.0
Intel Core I5 13420H,"15.6"" FHD, 144Hz 45%NTSC IPS-Level",NVIDIA® GeForce RTX™ 2050 Laptop GPU,512GB NVMe PCIe SSD Gen4x4,512,8,1920X1080,15.6,1080,1920,144,13420,2050,1.0,27549.0
Intel® Core™ Ultra 9 275HX,"16:10 UHD, MiniLED, 120Hz, 100% DCI-P3 (Typ.), IPS-Level panel",NVIDIA® GeForce RTX™ 5090 Laptop GPU,2TB NVMe PCIe Gen5x4 SSD,512,5,3840x2400,16.0,2400,3840,120,8290,5090,3.0,229999.0
Intel® Core™ i7-13700H,"15.6"" diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC 3",NVIDIA® GeForce RTX™ 3050,1 TB PCIe® NVMe™ SSD,512,16,1920 x 1080,15.6,1080,1920,144,13700,3050,2.0,44444.0
Intel Core i5-13420H,"15.6"" diagonal FHD display",NVIDIA® GeForce RTX™ 3050,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,8,1920 x 1080,15.6,1080,1920,144,13420,3050,3.0,33699.0
Intel Core 7 240H,"16.0-inch, WUXGA 16:10 aspect ratio, LED Backlit, 144Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display, Non-touch screen, (Screen-to-body ratio)89%",Nvidia GeForce RTX 3050 6GB,512GB M.2 NVMe™ PCIe® 4.0 SSD,512,16,1920 x 1200,16.0,1200,1920,144,8290,3050,1.0,39999.0
Intel® Core i5-12450HX,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",NVIDIA® GeForce RTX™ 4050,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,24,1920x1080,15.6,1080,1920,144,12450,4050,2.0,38888.0
Intel® Core™ i5-12450HX,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",NVIDIA® GeForce RTX™ 3050,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,1,1920x1080,15.6,1080,1920,144,12450,3050,2.0,30999.0
Intel Core i7-13700H,"39.6 cm (15.6"") diagonal, FHD (1920 x 1080), 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Nvidia GeForce RTX 3050 6GB,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,8,1920 x 1080,39.6,1080,1920,144,13700,3050,2.0,43199.0
Intel® Core i7-14700HX,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",Nvidia GeForce RTX 5050 8GB,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,24,1920 x 1080,15.6,1080,1920,144,14700,5050,2.0,52999.0
Intel Core Ultra 9 275HX,"16"" WQXGA (2560x1600) OLED 500nits Glossy, 100% DCI-P3, 165Hz, DisplayHDR™ True Black 1000, Dolby Vision®, G-SYNC®",NVIDIA® GeForce RTX™ 5070 Ti 12GB,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe,2242,32,2560x1600,16.0,1600,2560,165,8290,5070,2.0,160000.0
Intel Core i9-14900HX,"16"" WQXGA IPS 500nits Anti-glare, 100% DCI-P3, 240Hz, DisplayHDR™ 400, Dolby Vision®, G-SYNC®, Low Blue Light, High Gaming Performance",Nvidia GeForce RTX 4070 8GB,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,2280,32,2560 x 1600,16.0,1600,2560,240,14900,4070,2.0,103499.0
Intel Core Ultra 7 255HX,"16"" Inch 16:10 QHD+, 240Hz, 100% DCI-P3, IPS-level panel",Nvidia GeForce RTX 5060,1TB NVMe PCIe SSD Gen4x4,512,16,2560 x 1600,16.0,1600,2560,240,8290,5060,2.0,76850.0
Intel Core Ultra 7 255HX,"16"" Inch 16:10 QHD+, 240Hz, 100% DCI-P3, IPS-level panel",Nvidia GeForce RTX 5070 8GB,1TB NVMe PCIe SSD Gen4x4,512,16,2560 x 1600,16.0,1600,2560,240,8290,5070,2.0,85450.0
Intel Core Ultra 7 255HX,"16"" Inch 16:10 QHD+, 240Hz, 100% DCI-P3, IPS-level panel",Nvidia GeForce RTX 5070Ti 12GB,1TB NVMe PCIe SSD Gen4x4,512,16,2560 x 1600,16.0,1600,2560,240,8290,5070,2.0,158409.0
AMD Ryzen 9 9955HX,16-inch 2.5K WQXGA 16:10 aspect ratio Refresh Rate: 240Hz Response Time (G2G): 3ms Viewing Angle: 170 Panel Tech: IPS-level Brightness: 500nits Contrast Ratio: 1200:1 DCI-P3 %: 100% Anti-glare display G-Sync Pantone Validated ROG Nebula Display Support Do,Nvidia GeForce RTX 5070Ti 12GB,1TB PCIe® 4.0 NVMe™ M.2 SSD,512,32,2560 x 1600,16.0,1600,2560,240,9955,5070,2.0,128888.0
Intel Core i7-12650HX,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz",Nvidia GeForce RTX 4050 6GB,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,1,1920 x 1080,15.6,1080,1920,144,12650,4050,1.0,40999.0
Intel Core i7-13620H,"16-inch, FHD+ 16:10 (1920 x 1200, WUXGA), Value IPS-level, Anti-glare display, Refresh Rate:144Hz, Response Time:7ms, G-Sync, MUX Switch + NVIDIA® Advanced Optimus",Nvidia GeForce RTX 4050 6GB,512GB PCIe® 4.0 NVMe™ M.2 SSD,512,16,1920 x 1200,16.0,1200,1920,144,13620,4050,2.0,49999.0
Intel Core 5 210H,"16 FHD+ 16:10 (1920 x 1200, WUXGA) 144HZ",Nvidia GeForce RTX 3050,512GB PCIe® 4.0 NVMe™ M.2 SSD,512,16,1920 x 1200,16.0,1200,1920,144,8290,3050,2.0,42199.0
AMD Ryzen AI 9 HX 370,"16.0-inch 4K OLED 16:10 aspect ratio 0.2ms response time Brightness 400nits 100% DCI-P3 color gamut Contrast ratio 1,000,000 Screen-to-body ratio 88% stylus support",Nvidia GeForce RTX 5070 8GB,2TB M.2 NVMe PCIe 4.0 SSD,512,64,3840 x 2400,16.0,2400,3840,60,8290,5070,1.0,152000.0
Intel® Core i5-12450HX,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz",Nvidia GeForce RTX 4050 6GB,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,1,1920 x 1080,15.6,1080,1920,144,12450,4050,1.0,34999.0
Intel Core i5-13420H,"16.0-inch, WUXGA 16:10 aspect ratio, IPS-level Panel, LED Backlit, 144Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified, (Screen-to-body ratio)86%",Nvidia GeForce RTX 3050 4GB,512GB M.2 NVMe™ PCIe® 4.0 SSD,512,16,1920 x 1200,16.0,1200,1920,144,13420,3050,1.0,36666.0
Intel Core i5-13420H,"39.6 cm (15.6"") diagonal, FHD (1920 x 1080), IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Nvidia GeForce RTX 2050 4GB,1 TB PCIe® NVMe™ SSD,512,8,1920 x 1080,39.6,1080,1920,144,13420,2050,2.0,29999.0
Intel Core i7-14700HX,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",Nvidia GeForce RTX 5060 8GB,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,24,1920 x 1080,15.6,1080,1920,144,14700,5060,2.0,58499.0
Intel Core i7-14700HX,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",Nvidia GeForce RTX 5050 8GB,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,24,1920 x 1080,15.6,1080,1920,144,14700,5050,2.0,58888.0
Intel Core i7-13700H,"39.6 cm (15.6"") diagonal, FHD (1920 x 1080), 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Nvidia GeForce RTX 4050 6GB,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,16,1920 x 1080,39.6,1080,1920,144,13700,4050,2.0,46444.0
Intel Core i7-13700H,"40.9 cm (16.1"") diagonal, FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Nvidia GeForce RTX 4050 6GB,1 TB PCIe® Gen4 NVMe™ M.2 SSD,512,16,1920 x 1080,40.9,1080,1920,144,13700,4050,2.0,48888.0
Intel Core i7-14650HX,"16"" 16:10 FHD+(1920 x 1200), 144Hz, IPS-level panel",NVIDIA® GeForce RTX™ 4060,512GB NVMe PCIe SSD Gen4x4 w/o DRAM,512,16,1920 x 1200,16.0,1200,1920,144,14650,4060,2.0,62999.0
Intel Core i7-13700H,"39.6 cm (15.6"") diagonal, FHD (1920 x 1080), 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Nvidia GeForce RTX 3050 6GB,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,16,1920 x 1080,39.6,1080,1920,144,13700,3050,2.0,44444.0
Intel® Core™ i5-14450HX,15.6,Nvida GeForce RTX 3050,1 TB PCIe® Gen4 NVMe™ M.2 SSD,512,16,1920 x 1080,15.6,1080,1920,144,14450,3050,2.0,38999.0
AMD Ryzen™ 5 7235HS,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",NVIDIA® GeForce RTX™ 3050,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,12,1920 x 1080,15.6,1080,1920,144,7235,3050,2.0,31999.0
Intel® Core™ i7-13650HX,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",NVIDIA® GeForce RTX™ 3050,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,24,1920 x 1080,15.6,1080,1920,144,13650,3050,2.0,42999.0
Intel Core Ultra 9 275HX,"16-inch FHD+ 16:10 (1920 x 1200, WUXGA) IPS-level anti-glare display sRGB: 100% Refresh Rate: 165Hz Response Time: 3ms G-Sync MUX Switch + NVIDIA® Advanced Optimus Support Dolby Vision HDR : Yes",Nvidia GeForce RTX 5070Ti 12GB,1TB PCIe® 4.0 NVMe™ M.2 SSD,512,32,1920x1200,16.0,1200,1920,165,8290,5070,2.0,134999.0
